unique_input_record_identifier	input_title	lookup_key	input_writers	input_performers	database_song_code	database_song_title	database_song_writers
5YAjpn3NzhdXBxYL5cGy89	Hello	HELO	Richie	Francis Goya	0102396774	HELLO	RICHIE LIONEL B (JR)
57glJwCgaO15nGDw8L24tJ	El Mercado	MERCADO	Alex Rodriguez	Alex Rodriguez	0151393355	EL MERCADO	ALEX RODRIGUEZ
2JrPYgybHbfNq1GLrAfubI	"Love Theme from ""The Godfather"""	LOVETHEMEFROMGODFATHER	Nino Rota	Andre Kostelanetz & His Orchestra	0100076823	LOVE THEME (FR GODFATHER)	ROTA NINO (GIOVANNI)
33HCg2N6H6ZSrzHq9lU0dN	Satanic Barbarism	SATANICBARBARISM	Brian Malone,Eric Hersemann	Diabolic	0136768349	SATANIC BARBARISM	MALONE B/HERSEMANN E
52ctAVW37gpbNcVRJ6bT0A	Sirens	SIREN	Gabe Dixon	Gabe Dixon	0137084316	SIRENS	DIXON GABRIEL BARRY
6zITIkNO0vAoEtvM9ZEFpM	Hanging Around	HANGINAROUND	Gemma Hayes	Gemma Hayes	0129640762	HANGING AROUND	HAYES GEMMA CLAIRE
2nk5cDGgASFCSinFjphaYK	Salome	SALOME	Andrew Lloyd Webber,Christopher Hampton,Don Black	Andrew Lloyd Webber,Kevin Anderson,Patti LuPone	0107207857	SALOME	LLOYD-WEBBER A/BLACK D/HAMPTON C
4HDjs3LiKRVJsa9LW5tzTT	Sti Theoria	STITHEORIA	Christodoulos Siganos,Valentino	Panos Kiamos	0145829519	STI THEORIA	VALENTINO/HRISTODOULOS SIGANOS
6ZW4YoXdDsV6rc8clOBRn4	Marcha do Donzel	MARCHADODONZEL	Ariano Suassuna,Renata Rosa	Renata Rosa	0142320961	MARCHA DO DONZEL	BRAGA D/SUASSUNA A
6nwK4MlCvxob5Yk3NuHDXx	To the Dawn	TODAWN	Henry Burton,Sara Groves	Sara Groves	0153088530	TO THE DAWN	/ARR/GROVES SARA
5Ma5oifXhrs1lq56lV59hI	Whispers	WHISPER	Xavier Rudd	Xavier Rudd	0135233071	WHISPERS	RUDD XAVIER PETER I
0zxWRrstHxE3fYI5QleMxf	I Want You	IWANTYOU	Daniel Burke,Kaz Gamble,Marcello De Angelis	Birdee	0151071826	I WANT YOU	DE ANGELIS M/BURKE D/KAZ G
1EhM3WRdenmzHQ3YUzAh0m	Juancho	JUANCHO	Lucho Junco	Cabas	0133386189	JUANCHO (CUMBIA)	ROSALES A/JUNCO L
5CGzGHQydEhSQVOC3CW7Oh	Festival Crash	FESTIVALCRASH	F. Corsten	Ferry Corsten	0146749998	FESTIVAL CRASH	CORSTEN FERRY
0RClguMsTbVPYKzY27TzyL	Espirais	ESPIRAI	Alexandre Lemos,Alexandre Silveira de Castilho	Marjorie Estiano	0135247662	ESPIRAIS	DE CASTILHO A/LEMOS A
43qiUSR7w0b7NrjV0dm6b2	Superheld	SUPERHELD	Jakob Sinn,Johannes Strate,Kristoffer HÃÂ¼necke,Niels GrÃÂ¶tsch	Revolverheld	0134458905	SUPERHELD	HUENECKE K/STRATE J/GROETSCH N/SINN J
07WNFI1IZp7EXGOL2YyCzw	Slow Ruin	SLOWRUIN	Sannhet	Sannhet	0144389452	SLOW RUIN	SANNHET
0OA2aD6f3nP17nZtx2udzh	Poor Boy	POORBOY	Ben Hayslip,Dallas Davidson,Rhett Akins,Tyler Farr	Tyler Farr	0146810911	POOR BOY	DAVIDSON D/AKINS R/FARR T/HAYSLIP B
7xRPfG0cM9klqDigaRl9VP	Whiskey Ghost	WHISKEYGHOST	Gary Nicholson,Tom Hambridge	Buddy Guy	0144580879	WHISKEY GHOST	NICHOLSON G/HAMBRIDGE T
4BEwHBh3V461UyBK2mGpq5	First Light	FIRSTLIGHT	Dan Michaelson	Dan Michaelson	0152628496	FIRST LIGHT	MICHAELSON D/LINDNER A
0jacpERIrAsZmr803d2Uk5	Anathema	ANATHEMA	David Arnold	David Arnold,Tori Amos	0155928285	ANATHEMA	DAVID ARNOLD
6ppg2EReeJMf4ntrwwIkWp	DANCE WITH ME NOW!	DANCEWITHMENOW	Michico,T.kura	E-girls	0149435577	DANCE WITH ME NOW! (PKCZR REMIX)	KURA T/MICHICO/MICHICO
0ej4nOozKUrCOU7ysxNXLh	What's New	WHATSNEW	Bob Haggart,Johnny Burke	Lee Konitz	0134735820	WHAT'S NEW	HAGGART ROBERT
3vJuG3Uc9yUmB79azIEGDE	Last Night	LASTNIGHT	Emma Anderson	Lush	0110753011	LAST NIGHT	ANDERSON EMMA VICTORIA JANE
48GzqZeI4CJLdxJ4o5WWMk	#thatPOWER	THATPOWER	William Adams	Neil Edward	0144169068	#THATPOWER	BIEBER J/ADAMS W/LEROY D/STOLYAROV A
6RyCki6lEPqMMau369wPyW	Long on Love	LONGONLOVE	Rory Lee and Tony O. Villanueva	The Derailers	0119329225	LONG ON LOVE	LEE R/VILLANUEVA T
637SM8vCqY6uNFvnLLEipf	Redwing	REDWIN	Anthony Banks	Tony Banks	0120939009	REDWING SUITE	BANKS ANTHONY GEORGE
7Ijlt1DIrpT3kEU2JaKa0f	Prayer for Travelling	PRAYERFORTRAVELIN	Gabriel Jackson	St. Jacob's Chamber Choir	0148664064	PRAYER FOR TRAVELLING	GABRIEL JACKSON
71piNzA61VqdBPbTmRPsYb	Albatross	ALBATROS	P. Green	The Hero Guitar Maniacs	0147465517	ALBATROSS (FROM 'MAN ON WIRE')	A GREEN P
7GzI0Jk377Qpch8KtHvyKq	Sem Ti	SEMTI	Anselmo Ralph	Anselmo Ralph	0145983679	SEM TI	ANSELMO RALPH/ANSELMO RALPH/NELLSON KLAS
0NdWmjRN9DUT7k7QpMMEYk	Thanu Vethikina	THANUVETHIKINA	Gopi Sundar,Sirivennela Seetharama Sastry	Satya Yamini	0154545022	THANU VETHIKINA	GOPI SUNDAR/SIRIVENNELA SEETHARAMA SASTR
6IF3S46wTRtaQimGtURfmM	Umpa Lumpa	UMPALUMPA	Max Loderbauer,Tom Thiel	sun electric	0135909108	UMPA LUMPA	LODERBAUER M/THIEL T
6D0XmEAG67nJF3ygIVZCOO	Quickdraw	QUICKDRAW	A Santilla,B Dexter,B Dochstader,G. Campbell	67 Special	0135600177	QUICKDRAW	SANTILLA/DEXTER/CAMPBELL/DOCHSTADER/MACK
3bRUvmYOZ8tqguEGWyVmYE	Mittelfinga hoch	MITELFINGAHOCH	Aaquil Brown,Robert Zemichiel,Samy Sorge	ASD	0148235429	MITTELFINGA HOCH	SORGE S/SORGE S/AFROB/BROWN A
53jogSv23P6DFcOHcZrDs9	Save Me	SAVEME	Baker,Haner,Sanders,Seward,Sullivan	Avenged Sevenfold	0139728997	SAVE ME	BAKER/SULLIVAN/SANDERS/HANER/SEWARD
55426eqWLGsLRzCHp0mlxA	Am I Right?	AMIRIGHT	Andy Bell,Erasure,Vince Clarke	Erasure	0104627919	AM I RIGHT	CLARKE V/BELL A
6usHxH3iCQC3ETkIWG36Km	Disappear	DISAPEAR	Kay Hanley,Letters To Cleo	Letters To Cleo	0136792481	DISAPPEAR	EISENSTIEN/HANLEY/MCKENNA/RIEBLING
70Vc2mCfevAjiM6O1vfGXR	Dipped In Ice	DIPEDINICE	Aleicia Gibson,Chauncey Hollis Jr.,DiamontÃÂ© Harper,Dustin James Corbett,Gino Borri,Ryan Martinez	Saweetie	0155319678	DIPPED IN ICE	GIBSON/HARPER/MARTINEZ/BORRI/CORBETT/HOL
6Pbwhr9C4ddhsKLbnd6Ydg	Blue Fiddle	BLUEFIDLE	Paul Moravec	Cory Smythe,Hilary Hahn	0145412028	BLUE FIDDLE	MORAVEC VINCENT PAUL
3gW8N0jXhpnaw4R25UsRIL	Shake Your Money Maker	SHAKEYOURMONEYMAKER	Elmore James	Elmore James	0103461019	SHAKE YOUR MONEY MAKER	JAMES ELMORE
4IB3eXd1V1aCdJFYS7mU7T	Three Guesses	THREEGUESE	Linda Scott	Linda Scott	0136531862	THREE GUESSES	SCOTT L/SCOTT L
3PsNZLdClHYTnpQ8RS9fyG	Be Ma Fela	BEMAFELA	Tiago Novo	Marta Ren & The Groovelvets	0149753201	BE MA FELA	TIAGO NOVO
1TUQrPj7jp0uc3cmS6kCzr	Finally	FINALY	Pauline Henry	Pauline Henry	0148392992	FINALLY	PAULINE HENRY
4dgbAhd966nEBgVhsG6HoT	Sahaja (Relaxing Yoga Music)	SAHAJA	Marco Rinaldo	Spiritual Music Collection	0149732029	SAHAJA (YOGA MUSIC)	NIEZNANY/MARCO RINALDO
6Yp57oaKt49cLiACXsWz7p	Batyar (Bigmouth Strikes Again)	BATYAR	Johnny Marr,Steven Morrissey	The Ukrainians	0119720748	BATYAR	MORRISSEY S/MARR J
15cSr8Q5KzlSg6c3swnTrw	The Window up Above	WINDOWUPABOVE	Jones	George Jones	0100521810	WINDOW UP ABOVE	JONES GEORGE
7b0TbASq3JHtj54SDVJQWJ	The Breeze And I	BREEZE&I	Al Stillman,Ernesto Lecuona	Henry Mancini	0101049552	BREEZE AND I	LECUONA-CASADO E/STILLMAN A
3OnclyqyU6kYhf3Swix1SS	Siete homicidios	SIETEHOMICIDIO	Rodrigo Miranda	Los Trukeros	0144918347	SIETE HOMICIDIOS	RODRIGO MIRANDA/RODRIGO MIRANDA
1TbuDl6GklIG7zy5fSiNni	Nessun Dorma	NESUNDORMA	Giacomo Puccini	Luciano Pavarotti	0122497215	NESSUN DORMA	/PUCCINI/ARR/LEWIS R/COHAN R
0rH0nZVbFR4ny1lN1PNSfC	You Don't Want to Get You One of Those	YOUDONTWANTTOGETYOUONEOFT	Mark Knopfler	Mark Knopfler,Tommy Emmanuel	0152879414	YOU DON'T WANT TO GET YOU ONE OF THOSE	KNOPFLER MARK
3JDPO6psvw4EZYAHOJVNd7	Go into Your Dance	GOINTOYOURDANCE	Al Dubin,Harry Warren	Caroline O'Connor,Cathy Wydner,Company of 42nd Street,Kim Criswell,National Symphony Orchestra	0100558663	GO INTO YOUR DANCE	WARREN H/DUBIN A
7jqCebvd30ZSaQBfwV2Na5	Book II: Prelude and Fugue No. 17 in A-Flat Major, BWV 886	BOOKIIPRELUDE&FUGUENO17IN	Johann Sebastian Bach	Sviatoslav Richter	0153698329	BOOK II: PRELUDE AND FUGUE NO. 17 IN A-FLAT MAJOR, BWV 886	JOHANN SEBASTIAN BACH
296LoOFurYUNo0xr6diEES	OdyssÃÂ©e	ODYSEE	Bernard Fevre,Jacky Giordano	Bernard Fevre	0149635375	ODYSSEE	FEVRE B/GIORDANO J
2UYdO5OLRIaWQhTTNCy7Dx	Unvergesslich (Inoubliable)	UNVERGESLICH	Charles Aznavour,Pierre Delanoe	Charles Aznavour	0147930907	UNVERGESSLICH (INOUBLIABLE)	CHARLES AZNAVOUR/PIERRE DELANOE
6VwGytUkC11Mj5kcHXggYj	Eravamo Re	ERAVAMORE	Cosimo Fini,Stefano Tognini	Gue Pequeno	0148133243	ERAVAMO RE	FINI C/TOGNINI S
67bkRbYTDuhYXIwdIF0dkA	Caminando	CAMINANDO	Camilo VelÃÂ¡squez,VerÃÂ³nica AtehortÃÂºa	Veka	0147579044	CAMINANDO	CAMILO VELASQUEZ/VERONICA ATEHORTUA
4XpoKWfMZzerw1R7uX5LMs	Boogie Magic	BOOGIEMAGIC	Dennis Coffey	Dennis Coffey	0141798782	BOOGIE MAGIC	COFFEY DENNIS JAMES
5EKCupOjtK8BBz8MUw8WWX	Looking Through Darkness	LOOKINTHROUGHDARKNES	Derrick Harris,Keith Elam	Guru	0110954748	LOOKING THROUGH DARKNESS	ELAM K/HARRIS D
78SCz6GkX5zPta7X1DsZnZ	Que Te Vaya Bonito	QUETEVAYABONITO	JosÃÂ© Alfredo Jimenez,RubÃÂ©n Fuentes	JosÃÂ© Alfredo Jimenez	0103736383	QUE TE VAYA BONITO	JIMENEZ-SANDOVAL JOSE ALFREDO
1YMRTLjJC5gK4ZfULfm17T	Shoes	SHOE	Doug Pinnick,Jerry Gaskill,Ty Tabor	King's X	0134727555	SHOES	TABOR T/GASKILL J/PINNICK D
2BAyouVbATFhG3qX9ZHuwQ	Bedrock	BEDROCK	K. Crawford,N. Skeltys	B(if)tek	0114102288	BEDROCK	SKELTYS/CRAWFORD/MALNECK/SIGNORELLI/PARI
4rxTIrp20yS9TlGKOtP5pG	Pusti Micu, Gadan Je U Picu	PUSTIMICUGADANJEUPICU	B. M. Knindza	Baja Mali Knindza	0141448081	PUSTI MICU, GADAN JE U PICU	BAJA MALI KNINDZA/BAJA MALI KNINDZA
2jpvd0imsQzgdoIXEBdNxj	Birds	BIRD	Dan Carey,EmilÃÂ­ana Torrini	EmilÃÂ­ana Torrini	0136830106	BIRDS	TORRINI E/CAREY D
1jP3M6DPaKEIP8GQpTdHNX	Too Much	TOOMUCH	"Alex Lustig,Karim Kharbouch,Lonnie ""Skeme"" Kimble"	French Montana	0152085617	TOO MUCH	KHARBOUCH K/KIMBLE L/LUSTIG A
7ggMd2kMLvHxFRpUocaJvE	Fata Morgana	FATAMORGANA	Andreas Cremer,Philipp Handke	Ibiza House Classics	0150834963	FATA MORGANA	ANDREAS CREMER/PHILIPP HANDKE
4HInoGZUGFFjFWq3IAwKTw	Superfine Love	SUPERFINELOVE	"Biancaniello,Cohen,Frank ""Killer Bee"" Martin,Jeffrey Cohen,Louis Biancaniello,Narada Michael Walden,Skylar Jett,Walden"	Al Jarreau	0105190169	SUPERFINE LOVE	WALDEN N/BIANCANIELLO L/COHEN J
4I1keiyuvoJkcGdk8Efq3D	Reunion	REUNION	Gerry Mulligan	Chet Baker,Gerry Mulligan	0141729689	REUNION	MULLIGAN
3s8gmcDD3MLdyPeyDoEIK8	Botanist	BOTANIST	Samuel Thomas Yeldham	Guineafowl	0138775177	BOTANIST	YELDHAM SAMUEL THOMAS
14iXpUJUEoXM9ADK29zT9h	Plea Bargain	PLEABARGAIN	Marc Shaiman	Marc Shaiman	0110402131	PLEA BARGAIN	SHAIMAN MARC
07g2acZ6kljLjk0Xif8MtC	You Started Something	YOUSTARTEDSOMETHIN	Matt Aitken,Mike Stock,Peter Waterman	Samantha Fox	0111631482	YOU STARTED SOMETHING	WATERMAN P/STOCK M/AITKEN M
4tu2wvKfJeaKS8uIySXrHR	Em Algum Lugar no Tempo	EMALGUMLUGARNOTEMPO	Alvaro Birita,Bruno Gouveia,Carlos Coelho,Manno Goes,Miguel Flores da Cunha	Biquini CavadÃÂ£o	0154528419	EM ALGUM LUGAR NO TEMPO	MIGUEL/BRUNO/ALVARO/COELHO/MANNO GOES
7bgL7kWbCPhFh9ccpmlikL	Nu Exciters	NUEXCITER	Peter LaSalle,Ralf Eckert	Eckert,Lasalle	0148909829	NU EXCITERS	RALF ECKERT/PETER LASALLE
3EPleXomzYCh6w1bkBHhEF	Hats (Makes Me Wanna Holler)	HAT	Jean-Paul Maunick,Richard Bull	Incognito	0146302347	HATS (MAKES ME WANNA HOLLER)	BULL R/MAUNICK E
1xeMq87xBMSLpjXo85jIOQ	Country Roads	COUNTRYROAD	John Denver,Mary Danoff,William Danoff	Me First and the Gimme Gimmes	0101453379	TAKE ME HOME COUNTRY ROADS (ORIGINAL VERSION)	DENVER J/DANOFF B/DANOFF M
1NIgovf0IUMcggtYPJRp6C	The Final Absolution	FINALABSOLUTION	Ian Jekelis,Kenneth Steven Bedene,Mendel bij de Leij,Stefano Franceschini,Sven De Caluwe	Aborted	0154475923	THE FINAL ABSOLUTION	BIJ DE LEIJ/DECALUWE/FRANCESCHINI/JEKELI
0uzhVVCG73nBIngV1hpyvY	I Can't Let Go	ICANTLETGO	Al Gorgoni,Chip Taylor,Ltd.,Stone House Productions	Gorgoni,Martin & Taylor	0100881406	I CANT LET GO	GORGONI A/TAYLOR C
7KYItmZqiTnvfuO42oc6Og	Agar Tu Hota	AGARTUHOTA	Abhendra Kumar Upadhyay,Ankit Tiwari	Ankit Tiwari	0149986704	AGAR TU HOTA	TIWARI A/UPADHYAY A
2mmFemFfAyv9kGffdjhGqC	Alguien Que Se Cruce En Mi Camino	ALGUIENQUESECRUCEENMICAMI	Cacho Valdez,Eduardo Franco	Los Iracundos	0147919020	ALGUIEN QUE SE CRUCE EN MI CAMINO	EDUARDO FRANCO/CACHO VALDEZ/EDUARDO FRAN
5eDYqeMnqFNAHochPlvD9b	Taco Wagon	TACOWAGON	Dick Dale and his Del-Tones	Dick Dale and his Del-Tones	0128848155	TACO WAGON	DALE DICK
5U9MWOE39IQ7dcPDT0XO3T	Mother Goose: i. Sleeping Beauty	MOTHERGOOSEISLEEPINBEAUTY	Maurice Ravel	Philharmonia Orchestra	0150173612	MOTHER GOOSE: I. SLEEPING BEAUTY	MAURICE RAVEL
47A2Tce2Zpgq0hl45qJki3	Appreciate You	APRECIATEYOU	Monte Level Kelley	Tay Kelley	0153724138	APPRECIATE YOU	MONTE LEVEL KELLEY
1SzovCA1H8KPmhRm6BchKt	Trilogy for Krishna: Krishna II - Holy Denying	TRILOGYFORKRISHNAKRISHNAI	Arthur Andres Ribeiro	Uakti	0149046013	TRILOGY FOR KRISHNA: KRISHNA I - HOLY AFFIRMING	ARTHUR ANDRES RIBEIRO
